# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
9199,0.158351,0.114743,0.158351,0.114743,0.158562,0.123294,0.158351,0.114743,0.143071,0.114469,0.143013,0.114520,3.534964,2.299117,5.834081,0.203151,2.133540,2.336691,3.609876,2.028532,5.638408,0.182369,2.072948,2.255317,1.460488,0.286394,1.746882,3.477674,0.226113,3.703787
9399,0.158208,0.151633,0.158208,0.151633,0.157956,0.130049,0.158208,0.151633,0.142684,0.124860,0.142627,0.124851,3.597507,2.337972,5.935479,0.204490,2.169890,2.374380,3.676904,2.066157,5.743061,0.183630,2.108595,2.292225,1.482119,0.291977,1.774096,3.554438,0.230707,3.785145
9599,0.158186,0.157170,0.158186,0.157170,0.157901,0.155339,0.158186,0.157170,0.142569,0.137173,0.142513,0.137177,3.658529,2.375121,6.033649,0.206024,2.205426,2.411450,3.740361,2.099196,5.839556,0.185021,2.141822,2.326843,1.515257,0.297508,1.812766,3.645069,0.235248,3.880317
9799,0.158339,0.165666,0.158339,0.165666,0.158612,0.192756,0.158339,0.165666,0.143044,0.165845,0.142991,0.165900,3.737829,2.422109,6.159938,0.208162,2.249369,2.457531,3.819575,2.143217,5.962792,0.187049,2.185630,2.372679,1.565850,0.304895,1.870745,3.768524,0.241285,4.009809
9999,0.159126,0.197703,0.159126,0.197703,0.158823,0.169156,0.159126,0.197703,0.143286,0.155131,0.143233,0.155107,3.804930,2.499981,6.304911,0.210213,2.286998,2.497211,3.887504,2.180302,6.067806,0.188915,2.223949,2.412864,1.597519,0.311215,1.908734,3.862499,0.246372,4.108871
10199,0.159029,0.154205,0.159029,0.154205,0.158480,0.141337,0.159029,0.154205,0.142998,0.128645,0.142948,0.128684,3.877969,2.540315,6.418285,0.223961,2.323812,2.547773,3.959203,2.216349,6.175552,0.201027,2.259468,2.460495,1.637263,0.316986,1.954249,3.965117,0.251111,4.216228
10399,0.159605,0.188938,0.159605,0.188938,0.158390,0.153760,0.159605,0.188938,0.142901,0.137942,0.142851,0.137933,3.942545,2.581310,6.523855,0.225267,2.362826,2.588092,4.023857,2.255467,6.279323,0.202290,2.298632,2.500923,1.657691,0.322782,1.980473,4.042072,0.255849,4.297921
10599,0.159256,0.141150,0.159256,0.141150,0.158061,0.140992,0.159256,0.141150,0.142391,0.115883,0.142343,0.115911,4.005500,2.619443,6.624943,0.226867,2.398422,2.625289,4.088367,2.290104,6.378471,0.203777,2.334595,2.538372,1.680347,0.328832,2.009179,4.131502,0.260841,4.392344
10799,0.159066,0.148994,0.159066,0.148994,0.157784,0.143079,0.159066,0.148994,0.142362,0.140820,0.142315,0.140841,4.079759,2.666035,6.745793,0.228609,2.442181,2.670790,4.160651,2.339064,6.499715,0.205267,2.380742,2.586009,1.702185,0.335071,2.037256,4.209537,0.265722,4.475259
10999,0.159372,0.175848,0.159372,0.175848,0.158041,0.171901,0.159372,0.175848,0.142366,0.142558,0.142320,0.142559,4.147234,2.707398,6.854632,0.230469,2.480990,2.711459,4.228472,2.376312,6.604784,0.206942,2.417760,2.624701,1.747919,0.340734,2.088653,4.316502,0.270354,4.586856
11199,0.159213,0.150473,0.159213,0.150473,0.157855,0.147670,0.159213,0.150473,0.142345,0.141205,0.142300,0.141225,4.230016,2.753787,6.983802,0.246943,2.527380,2.774323,4.357510,2.415840,6.773350,0.219213,2.456807,2.676020,1.770231,0.346752,2.116983,4.402370,0.275235,4.677605
11399,0.159379,0.168711,0.159379,0.168711,0.158553,0.197619,0.159379,0.168711,0.142331,0.141530,0.142287,0.141565,4.296544,2.798144,7.094688,0.248277,2.566028,2.814305,4.435492,2.453864,6.889355,0.220465,2.495347,2.715812,1.798870,0.352680,2.151550,4.492187,0.280010,4.772197
11599,0.159335,0.156828,0.159335,0.156828,0.159045,0.187074,0.159335,0.156828,0.142157,0.132243,0.142114,0.132229,4.355111,2.833586,7.188698,0.249812,2.598418,2.848230,4.504810,2.486141,6.990950,0.221841,2.527782,2.749623,1.820049,0.358276,2.178325,4.576654,0.284627,4.861281
11799,0.159084,0.144503,0.159084,0.144503,0.159388,0.179284,0.159084,0.144503,0.141641,0.111736,0.141599,0.111765,4.419391,2.871966,7.291357,0.251576,2.634181,2.885756,4.568645,2.520707,7.089352,0.223476,2.562767,2.786243,1.857387,0.364291,2.221678,4.681810,0.289565,4.971374
11999,0.158926,0.149635,0.158926,0.149635,0.159439,0.162469,0.158926,0.149635,0.141345,0.123859,0.141305,0.123950,4.487770,2.915121,7.402891,0.253766,2.674259,2.928026,4.638127,2.564823,7.202950,0.225487,2.602858,2.828345,1.882210,0.370888,2.253099,4.776322,0.295006,5.071328
12199,0.158692,0.144596,0.158692,0.144596,0.159880,0.186355,0.158692,0.144596,0.141106,0.126768,0.141067,0.126767,4.573444,2.969897,7.543341,0.271106,2.715956,2.987062,4.722453,2.607073,7.329526,0.238970,2.645813,2.884783,1.915764,0.376916,2.292680,4.910180,0.299746,5.209926
12399,0.158301,0.134498,0.158301,0.134498,0.160352,0.189087,0.158301,0.134498,0.141034,0.136673,0.140996,0.136678,4.637147,3.013286,7.650434,0.272341,2.755380,3.027721,4.785791,2.646601,7.432392,0.240160,2.685712,2.925872,1.936580,0.382776,2.319356,4.990358,0.304442,5.294800
12599,0.157896,0.132786,0.157896,0.132786,0.160524,0.171248,0.157896,0.132786,0.140727,0.121667,0.140689,0.121653,4.701317,3.053467,7.754784,0.273962,2.795289,3.069251,4.851325,2.685446,7.536771,0.241705,2.723076,2.964781,1.960122,0.388527,2.348649,5.076907,0.309139,5.386047
12799,0.157468,0.130465,0.157468,0.130465,0.160918,0.185697,0.157468,0.130465,0.140224,0.108526,0.140187,0.108536,4.767994,3.091711,7.859705,0.275667,2.830407,3.106074,4.918762,2.720317,7.639079,0.243390,2.758380,3.001770,1.998242,0.394615,2.392856,5.182190,0.314122,5.496312
12999,0.157489,0.158875,0.157489,0.158875,0.161410,0.192915,0.157489,0.158875,0.140366,0.149453,0.140329,0.149448,4.837373,3.136577,7.973950,0.277744,2.873418,3.151161,4.993318,2.763422,7.756739,0.245207,2.802105,3.047313,2.041644,0.400784,2.442428,5.286723,0.319049,5.605773
13199,0.157561,0.162190,0.157561,0.162190,0.162295,0.219800,0.157561,0.162190,0.140482,0.148018,0.140445,0.147997,4.922648,3.193083,8.115731,0.299180,2.918962,3.218142,5.086049,2.806656,7.892705,0.270489,2.847674,3.118163,2.090170,0.407469,2.497639,5.402921,0.324308,5.727229
13399,0.157549,0.156818,0.157549,0.156818,0.162673,0.187636,0.157549,0.156818,0.140359,0.132284,0.140323,0.132254,4.992481,3.241452,8.233933,0.300596,2.961506,3.262102,5.155074,2.849348,8.004422,0.271813,2.889092,3.160905,2.127175,0.413723,2.540898,5.505287,0.329250,5.834537
13599,0.157444,0.150352,0.157444,0.150352,0.162962,0.182314,0.157444,0.150352,0.140261,0.133678,0.140226,0.133695,5.062163,3.291789,8.353952,0.302225,3.001943,3.304168,5.226515,2.890390,8.116906,0.273473,2.930314,3.203787,2.157827,0.419910,2.577737,5.601701,0.334176,5.935877
13799,0.157731,0.177300,0.157731,0.177300,0.163208,0.179944,0.157731,0.177300,0.140030,0.124279,0.139995,0.124319,5.130289,3.335454,8.465743,0.304531,3.045030,3.349561,5.294705,2.933655,8.228360,0.275071,2.973305,3.248376,2.185692,0.425726,2.611418,5.689614,0.338829,6.028443
13999,0.157496,0.141261,0.157496,0.141261,0.163591,0.190005,0.157496,0.141261,0.139669,0.114754,0.139635,0.114764,5.206683,3.385124,8.591806,0.306518,3.091441,3.397959,5.370145,2.979214,8.349358,0.276983,3.021346,3.298329,2.222262,0.432539,2.654802,5.790893,0.344166,6.135059
14199,0.157551,0.161392,0.157551,0.161392,0.164071,0.197671,0.157551,0.161392,0.139696,0.141621,0.139663,0.141629,5.292341,3.430613,8.722954,0.323413,3.135013,3.458427,5.464459,3.022653,8.487111,0.291632,3.064449,3.356081,2.245295,0.438546,2.683841,5.880296,0.348992,6.229288
14399,0.157736,0.170850,0.157736,0.170850,0.164893,0.223254,0.157736,0.170850,0.139791,0.146529,0.139758,0.146563,5.355962,3.471903,8.827866,0.324647,3.172957,3.497604,5.659238,3.061712,8.720950,0.292802,3.104546,3.397348,2.266362,0.444130,2.710492,5.963506,0.353512,6.317017
14599,0.157786,0.161390,0.157786,0.161390,0.165589,0.215719,0.157786,0.161390,0.139706,0.133596,0.139674,0.133567,5.417244,3.511587,8.928831,0.326126,3.209252,3.535378,5.768147,3.096650,8.864797,0.294295,3.139971,3.434265,2.288311,0.449727,2.738038,6.093493,0.358042,6.451535
14799,0.157833,0.161286,0.157833,0.161286,0.165987,0.195050,0.157833,0.161286,0.139574,0.129930,0.139542,0.129898,5.483755,3.550511,9.034266,0.327990,3.245619,3.573609,5.832143,3.132750,8.964893,0.296004,3.176097,3.472101,2.334515,0.455953,2.790468,6.205511,0.363073,6.568585
14999,0.157680,0.146354,0.157680,0.146354,0.166158,0.178832,0.157680,0.146354,0.139576,0.139725,0.139544,0.139744,5.547969,3.590301,9.138269,0.329908,3.283377,3.613285,5.905766,3.170438,9.076204,0.297729,3.214411,3.512140,2.378815,0.461647,2.840462,6.309939,0.367630,6.677569
15199,0.157479,0.142373,0.157479,0.142373,0.166265,0.174298,0.157479,0.142373,0.139430,0.128485,0.139399,0.128497,5.626664,3.630170,9.256834,0.346984,3.321072,3.668055,5.970996,3.206654,9.177650,0.310954,3.250918,3.561871,2.410185,0.467760,2.877944,6.412788,0.372580,6.785368
15399,0.157546,0.162681,0.157546,0.162681,0.166740,0.202832,0.157546,0.162681,0.139289,0.128606,0.139259,0.128609,5.691211,3.672616,9.363827,0.348302,3.357553,3.705856,6.042360,3.243644,9.286003,0.312158,3.288854,3.601012,2.453098,0.473977,2.927076,6.518914,0.377471,6.896385
15599,0.157421,0.147779,0.157421,0.147779,0.167366,0.215558,0.157421,0.147779,0.139105,0.124926,0.139075,0.124959,5.777533,3.737749,9.515283,0.349963,3.412095,3.762058,6.127776,3.294139,9.421915,0.314079,3.348568,3.662647,2.476364,0.480640,2.957004,6.606381,0.382527,6.988909
15799,0.157266,0.145211,0.157266,0.145211,0.168398,0.248904,0.157266,0.145211,0.139118,0.140082,0.139089,0.140108,5.844494,3.777563,9.622058,0.351736,3.449516,3.801252,6.302401,3.331013,9.633414,0.315849,3.386596,3.702445,2.499104,0.486946,2.986050,6.698048,0.387596,7.085644
15999,0.157607,0.184504,0.157607,0.184504,0.169387,0.247453,0.157607,0.184504,0.139264,0.150826,0.139235,0.150809,5.908244,3.816251,9.724495,0.353813,3.484449,3.838263,6.387809,3.366213,9.754022,0.317650,3.422014,3.739664,2.530327,0.493140,3.023466,6.798214,0.392610,7.190824
16199,0.157290,0.131961,0.157290,0.131961,0.170193,0.234699,0.157237,0.127642,0.139074,0.123890,0.139045,0.123876,6.035430,3.858266,9.893696,0.443194,3.522340,3.965534,6.453767,3.403569,9.857335,0.324590,3.460130,3.784720,2.553474,0.498834,3.052308,6.887849,0.397165,7.285014
16399,0.157279,0.156363,0.157279,0.156363,0.170872,0.225880,0.157070,0.143521,0.139036,0.135922,0.139007,0.135916,6.104983,3.900102,10.005085,0.444580,3.561625,4.006204,6.538918,3.442756,9.981674,0.325834,3.501488,3.827322,2.597875,0.504836,3.102710,6.997449,0.401971,7.399421
16599,0.156841,0.120952,0.156841,0.120952,0.170889,0.172298,0.156532,0.112429,0.138791,0.118713,0.138763,0.118704,6.181791,3.950270,10.132061,0.446374,3.604773,4.051146,6.686707,3.484995,10.171702,0.327626,3.542831,3.870457,2.622859,0.511578,3.134437,7.093787,0.407393,7.501179
16799,0.157006,0.170688,0.157006,0.170688,0.171139,0.191859,0.156565,0.159290,0.138952,0.152350,0.138924,0.152333,6.243485,3.990960,10.234445,0.447966,3.642087,4.090053,6.802501,3.522239,10.324740,0.329245,3.579056,3.908301,2.657130,0.517055,3.174185,7.197333,0.411899,7.609232
16999,0.156907,0.148558,0.156907,0.148558,0.170912,0.151858,0.156304,0.134414,0.138844,0.129782,0.138817,0.129785,6.309103,4.033075,10.342179,0.449678,3.682898,4.132576,6.872391,3.562219,10.434609,0.330779,3.618942,3.949721,2.703035,0.522797,3.225831,7.308325,0.416555,7.724880
17199,0.157512,0.208932,0.157512,0.208932,0.171515,0.222762,0.156771,0.196467,0.139133,0.163618,0.139104,0.163545,6.396460,4.074564,10.471023,0.472350,3.720243,4.192592,6.940576,3.599193,10.539769,0.338022,3.657156,3.995178,2.726978,0.529175,3.256152,7.402727,0.421669,7.824396
17399,0.157707,0.174547,0.157707,0.174547,0.171431,0.164186,0.156822,0.161181,0.139250,0.149351,0.139222,0.149338,6.461975,4.117243,10.579218,0.473638,3.762335,4.235973,7.014259,3.639137,10.653396,0.339277,3.698104,4.037381,2.749381,0.535235,3.284616,7.494425,0.426598,7.921023
17599,0.157420,0.132405,0.157420,0.132405,0.170923,0.126742,0.156337,0.114181,0.138934,0.111447,0.138906,0.111462,6.522180,4.152649,10.674829,0.475065,3.794914,4.269979,7.073464,3.671549,10.745013,0.340653,3.730881,4.071534,2.772145,0.541033,3.313178,7.589504,0.431369,8.020873
17799,0.157225,0.140044,0.157225,0.140044,0.170521,0.135164,0.155986,0.125116,0.138744,0.122023,0.138717,0.122022,6.585599,4.193995,10.779594,0.476530,3.833976,4.310505,7.135641,3.710166,10.845807,0.342225,3.770259,4.112484,2.793355,0.546488,3.339843,7.674214,0.435856,8.110070
17999,0.157468,0.179088,0.157468,0.179088,0.170547,0.172879,0.156093,0.165606,0.138800,0.143807,0.138773,0.143807,6.647571,4.233226,10.880797,0.478215,3.869751,4.347967,7.199411,3.746499,10.945910,0.344219,3.806692,4.150910,2.824461,0.552354,3.376815,7.777670,0.440595,8.218265
18199,0.157242,0.136926,0.157242,0.136926,0.170395,0.156717,0.155733,0.123330,0.138691,0.128891,0.138664,0.128877,6.717347,4.269913,10.987260,0.494216,3.902644,4.396860,7.258842,3.779319,11.038160,0.351489,3.839701,4.191190,2.863437,0.557972,3.421409,7.884201,0.445209,8.329410
18399,0.157155,0.149253,0.157155,0.149253,0.170394,0.170256,0.155500,0.134232,0.138447,0.116212,0.138421,0.116233,6.781495,4.306575,11.088070,0.495610,3.936004,4.431615,7.331774,3.812565,11.144338,0.352803,3.874132,4.226935,2.887430,0.563987,3.451416,7.985725,0.450113,8.435839
18599,0.157055,0.147804,0.157055,0.147804,0.170236,0.155716,0.155425,0.148546,0.138526,0.145790,0.138500,0.145805,6.839757,4.342890,11.182648,0.496963,3.969016,4.465979,7.390977,3.844980,11.235957,0.354144,3.906879,4.261023,2.922076,0.569461,3.491537,8.090165,0.454618,8.544783
18799,0.157309,0.180963,0.157309,0.180963,0.170377,0.183473,0.155607,0.172596,0.138432,0.129652,0.138406,0.129646,6.907734,4.384429,11.292163,0.498792,4.006716,4.505508,7.460920,3.884334,11.345254,0.356005,3.947463,4.303468,2.954567,0.576017,3.530584,8.203704,0.459880,8.663583
18999,0.156979,0.125954,0.156979,0.125954,0.170439,0.176261,0.155186,0.115533,0.138178,0.114374,0.138153,0.114382,6.971044,4.423006,11.394050,0.500572,4.043520,4.544092,7.525540,3.920363,11.445903,0.358131,3.985350,4.343482,2.986928,0.582294,3.569222,8.316193,0.465017,8.781211
19199,0.156966,0.155703,0.156966,0.155703,0.170589,0.184890,0.155066,0.143716,0.138173,0.137630,0.138148,0.137638,7.055247,4.478311,11.533558,0.517910,4.087321,4.605231,7.602602,3.965566,11.568168,0.365840,4.033091,4.398931,3.019894,0.588790,3.608684,8.476643,0.470152,8.946795
19399,0.156594,0.120897,0.156594,0.120897,0.170176,0.130494,0.154664,0.116085,0.137939,0.115490,0.137914,0.115482,7.121346,4.516238,11.637584,0.519246,4.121950,4.641195,7.676989,4.002111,11.679100,0.367097,4.067198,4.434295,3.042650,0.594571,3.637220,8.573115,0.474939,9.048054
19599,0.156537,0.151084,0.156537,0.151084,0.170277,0.180051,0.154596,0.147963,0.137989,0.142847,0.137964,0.142820,7.184973,4.559729,11.744702,0.520720,4.160634,4.681354,7.741804,4.040816,11.782620,0.369214,4.105201,4.474414,3.065595,0.600679,3.666274,8.667921,0.479793,9.147714
19799,0.156509,0.153707,0.156509,0.153707,0.170192,0.161914,0.154559,0.150948,0.137890,0.128208,0.137865,0.128206,7.244149,4.595740,11.839889,0.522659,4.193832,4.716491,7.800745,4.072842,11.873587,0.370812,4.137278,4.508090,3.095980,0.606402,3.702382,8.771662,0.484435,9.256098
19999,0.156562,0.161781,0.156562,0.161781,0.170649,0.215879,0.154478,0.146417,0.138081,0.156931,0.138056,0.156919,7.315626,4.645037,11.960664,0.524707,4.240765,4.765472,7.873195,4.120259,11.993454,0.374660,4.182779,4.557438,3.133730,0.612899,3.746629,8.874798,0.489344,9.364142
20199,0.156449,0.145163,0.156449,0.145163,0.170610,0.166682,0.154429,0.149581,0.137931,0.122944,0.137906,0.122946,7.394386,4.690089,12.084474,0.543610,4.280658,4.824267,7.938641,4.159452,12.098093,0.382318,4.224371,4.606689,3.162352,0.619086,3.781438,8.973485,0.494242,9.467727
20399,0.156754,0.187633,0.156754,0.187633,0.170784,0.188373,0.154652,0.177170,0.137944,0.139271,0.137920,0.139283,7.469427,4.739509,12.208935,0.545059,4.327109,4.872167,8.021809,4.206287,12.228097,0.383569,4.274212,4.657780,3.194609,0.626009,3.820617,9.078536,0.499561,9.578097
20599,0.156868,0.168454,0.156868,0.168454,0.171124,0.205776,0.154590,0.148305,0.137974,0.141073,0.137951,0.141097,7.529336,4.777148,12.306484,0.546601,4.361694,4.908295,8.138942,4.240173,12.379116,0.384982,4.307905,4.692887,3.235900,0.632018,3.867918,9.198545,0.504471,9.703015
20799,0.156691,0.138454,0.156691,0.138454,0.171270,0.186371,0.154499,0.145044,0.137797,0.119543,0.137774,0.119543,7.593053,4.814183,12.407235,0.548380,4.395800,4.944180,8.215719,4.273801,12.489520,0.386746,4.342503,4.729248,3.271727,0.638314,3.910041,9.315534,0.509636,9.825170
20999,0.156845,0.172913,0.156845,0.172913,0.171645,0.210606,0.154445,0.148888,0.137660,0.123385,0.137637,0.123380,7.651195,4.851235,12.502430,0.550084,4.429042,4.979126,8.282806,4.306354,12.589159,0.388298,4.374897,4.763195,3.292156,0.643923,3.936080,9.407828,0.514237,9.922065
21199,0.156642,0.135247,0.156642,0.135247,0.171450,0.150935,0.154157,0.123843,0.137518,0.122612,0.137495,0.122614,7.725256,4.888648,12.613903,0.566682,4.464011,5.030693,8.350389,4.342808,12.693197,0.396208,4.411007,4.807215,3.316084,0.649983,3.966068,9.512799,0.519238,10.032036
21399,0.156705,0.163412,0.156705,0.163412,0.171714,0.199708,0.154123,0.150545,0.137446,0.129803,0.137423,0.129806,7.784362,4.979268,12.763630,0.567955,4.497041,5.064996,8.409990,4.374771,12.784761,0.397430,4.443525,4.840954,3.358999,0.655843,4.014842,9.633885,0.524047,10.157932
21599,0.156766,0.163336,0.156766,0.163336,0.171883,0.189957,0.154100,0.151683,0.137535,0.147140,0.137513,0.147123,7.847835,5.019157,12.866992,0.569462,4.532054,5.101516,8.488632,4.408115,12.896746,0.398939,4.477871,4.876810,3.382178,0.661974,4.044152,9.736491,0.529057,10.265548
21799,0.156900,0.171365,0.156900,0.171365,0.172125,0.198345,0.154194,0.164367,0.137424,0.125403,0.137402,0.125414,7.912600,5.058123,12.970723,0.571488,4.567006,5.138494,8.553490,4.442666,12.996156,0.400627,4.513039,4.913667,3.435297,0.668521,4.103818,9.871445,0.534394,10.405840
21999,0.156666,0.131172,0.156666,0.131172,0.171944,0.152162,0.153939,0.126072,0.137280,0.121519,0.137258,0.121527,7.972603,5.099216,13.071819,0.573008,4.604003,5.177011,8.613573,4.478729,13.092302,0.402641,4.549437,4.952079,3.455858,0.674111,4.129969,9.964894,0.538964,10.503858
22199,0.156873,0.179640,0.156873,0.179640,0.172080,0.187114,0.154143,0.176597,0.137173,0.125471,0.137151,0.125450,8.051447,5.142605,13.194052,0.590114,4.644410,5.234524,8.685222,4.517269,13.202490,0.412199,4.588186,5.000385,3.479999,0.680520,4.160519,10.070109,0.544152,10.614261
22399,0.157284,0.202876,0.157284,0.202876,0.172395,0.207278,0.154320,0.174033,0.137331,0.154852,0.137309,0.154839,8.115052,5.183185,13.298237,0.591392,4.681754,5.273147,8.749530,4.554412,13.303943,0.413449,4.626286,5.039735,3.531759,0.686664,4.218423,10.197460,0.549127,10.746587
22599,0.157335,0.163066,0.157335,0.163066,0.172641,0.200258,0.154135,0.133363,0.137178,0.120022,0.137156,0.120030,8.179417,5.223307,13.402724,0.592868,4.717916,5.310784,8.829569,4.592059,13.421628,0.415080,4.664492,5.079572,3.567812,0.692857,4.260669,10.314710,0.554188,10.868898
22799,0.157269,0.149820,0.157269,0.149820,0.172805,0.191301,0.154065,0.146210,0.137104,0.128715,0.137082,0.128715,8.242985,5.260940,13.503925,0.594663,4.752271,5.346934,8.895110,4.625882,13.520992,0.417066,4.699126,5.116192,3.602813,0.699219,4.302032,10.437427,0.559461,10.996888
22999,0.157181,0.147131,0.157181,0.147131,0.172804,0.172699,0.153832,0.127195,0.137009,0.126258,0.136988,0.126251,8.303882,5.299885,13.603767,0.596397,4.790464,5.386861,8.956787,4.661482,13.618269,0.418937,4.734370,5.153307,3.625451,0.705278,4.330729,10.537763,0.564410,11.102173
23199,0.157152,0.153761,0.157152,0.153761,0.173055,0.201927,0.153622,0.129537,0.136920,0.126671,0.136899,0.126667,8.386584,5.342256,13.728839,0.615741,4.831540,5.447280,9.030798,4.703301,13.734099,0.427289,4.777959,5.205247,3.651616,0.711985,4.363601,10.649908,0.569881,11.219789
23399,0.157103,0.151411,0.157103,0.151411,0.173103,0.178678,0.153470,0.135788,0.136826,0.125869,0.136805,0.125889,8.453845,5.389528,13.843374,0.617117,4.871617,5.488733,9.099818,4.743695,13.843512,0.428583,4.817352,5.245936,3.675883,0.718222,4.394106,10.751085,0.574930,11.326015
23599,0.156818,0.123499,0.156818,0.123499,0.173634,0.235708,0.153118,0.111945,0.136780,0.131493,0.136760,0.131493,8.520012,5.431517,13.951529,0.618688,4.910286,5.528974,9.182371,4.782774,13.965145,0.430238,4.855869,5.286107,3.710268,0.724960,4.435228,10.870399,0.580406,11.450805
23799,0.156602,0.131129,0.156602,0.131129,0.173537,0.162074,0.152978,0.136514,0.136754,0.133687,0.136734,0.133697,8.585462,5.471512,14.056974,0.620343,4.947631,5.567974,9.332729,4.820677,14.153406,0.431754,4.895828,5.327582,3.733791,0.731270,4.465061,11.035716,0.585416,11.621132
23999,0.156362,0.127829,0.156362,0.127829,0.173309,0.146235,0.152808,0.132572,0.136587,0.116705,0.136567,0.116731,8.654791,5.513376,14.168168,0.622259,4.986460,5.608720,9.408653,4.859505,14.268158,0.433671,4.937433,5.371104,3.758150,0.737713,4.495863,11.137114,0.590610,11.727724
24199,0.156432,0.164828,0.156432,0.164828,0.173146,0.153589,0.152810,0.153010,0.136519,0.128257,0.136499,0.128275,8.732246,5.552748,14.284994,0.642175,5.022487,5.664663,9.474244,4.894980,14.369225,0.442753,4.974218,5.416971,3.784365,0.744114,4.528479,11.247472,0.595852,11.843323
24399,0.156297,0.139956,0.156297,0.139956,0.172944,0.148436,0.152601,0.127290,0.136347,0.115562,0.136327,0.115559,8.799004,5.592972,14.391975,0.643545,5.061888,5.705432,9.545845,4.934101,14.479946,0.444000,5.012795,5.456795,3.828630,0.750236,4.578866,11.372540,0.600853,11.973393
24599,0.156602,0.193733,0.156602,0.193733,0.172990,0.178625,0.152767,0.173003,0.136204,0.118813,0.136185,0.118798,8.863156,5.632341,14.495497,0.645038,5.098402,5.743440,9.618201,4.971374,14.589576,0.445629,5.050356,5.495985,3.854589,0.756777,4.611366,11.484905,0.606095,12.091000
24799,0.157067,0.214271,0.157067,0.214271,0.173038,0.178912,0.153039,0.186514,0.136169,0.131850,0.136149,0.131807,8.927213,5.670556,14.597769,0.646611,5.134153,5.780765,9.681649,5.006800,14.688449,0.447199,5.086290,5.533489,3.886294,0.762896,4.649190,11.598065,0.611130,12.209195
24999,0.157126,0.164484,0.157126,0.164484,0.172979,0.165695,0.152956,0.142693,0.136158,0.134811,0.136139,0.134830,8.992303,5.712393,14.704696,0.648437,5.170780,5.819217,9.746695,5.043273,14.789968,0.449436,5.122868,5.572305,3.934826,0.769082,4.703908,11.729209,0.616153,12.345362
25199,0.157091,0.152772,0.157091,0.152772,0.172860,0.157964,0.152863,0.141198,0.135997,0.115822,0.135978,0.115801,9.069315,5.753726,14.823041,0.668817,5.209919,5.878737,9.812747,5.081732,14.894479,0.458008,5.160476,5.618483,3.983125,0.775351,4.758476,11.858651,0.621220,12.479871
25399,0.157110,0.159406,0.157110,0.159406,0.173072,0.199855,0.152757,0.139432,0.135892,0.122678,0.135873,0.122697,9.129738,5.791970,14.921707,0.670072,5.245713,5.915785,9.874684,5.117310,14.991993,0.459258,5.196254,5.655512,4.014070,0.781536,4.795605,11.972912,0.626286,12.599198
